Namespace(dataset='syn1', hidden=20, n_layers=3, dropout=0.0, seed=42, num_epochs=500, device='cpu')
y_true counts: (array([0, 1, 2, 3]), array([300, 160, 160,  80]))
y_pred_orig counts: (array([0, 1, 2, 3]), array([300, 166, 144,  90]))
Node idx: 563, original pred: 2, cf pred: 3, graph loss: 168.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 729.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 746.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 707.0
best loss: 707.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 753.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 711.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 714.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 759.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 762.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 720.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 684.0
best loss: 684.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 758.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 723.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 746.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 714.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 729.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 713.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 727.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 722.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 695.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 757.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 714.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 764.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 722.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 709.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 715.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 720.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 709.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 766.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 720.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 774.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 697.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 724.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 752.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 752.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 707.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 759.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 734.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 734.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 763.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 687.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 752.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 729.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 757.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 735.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 726.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 748.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 752.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 756.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 705.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 712.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 724.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 693.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 725.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 722.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 753.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 709.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 784.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 751.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 760.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 734.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 713.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 758.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 713.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 748.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 692.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 764.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 704.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 761.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 714.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 776.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 788.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 753.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 748.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 728.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 707.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 712.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 763.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 686.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 706.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 759.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 765.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 760.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 727.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 725.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 726.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 722.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 701.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 699.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 756.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 763.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 719.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 735.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 766.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 713.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 703.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 709.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 704.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 729.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 729.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 729.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 723.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 720.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 718.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 751.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 760.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 765.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 761.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 774.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 707.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 719.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 752.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 748.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 726.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 715.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 693.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 756.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 751.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 719.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 696.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 775.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 735.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 727.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 699.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 751.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 759.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 692.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 709.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 725.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 701.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 752.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 705.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 714.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 753.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 711.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 748.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 713.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 746.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 735.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 726.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 708.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 756.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 723.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 767.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 765.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 774.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 767.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 764.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 696.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 718.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 732.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 710.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 725.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 744.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 723.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 701.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 727.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 711.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 724.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 723.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 719.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 718.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 735.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 760.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 719.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 751.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 735.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 733.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 745.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 753.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 755.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 713.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 690.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 749.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 776.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 707.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 724.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 761.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 723.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 697.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 706.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 737.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 712.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 702.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 760.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 711.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 718.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 734.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 736.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 746.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 727.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 702.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 750.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 757.0
Node idx: 605, original pred: 1, cf pred: 0, graph loss: 768.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 702.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 747.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 722.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 718.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 758.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 711.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 702.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 695.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 740.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 767.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 754.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 724.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 710.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 721.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 756.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 726.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 716.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 765.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 764.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 685.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 772.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 743.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 727.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 717.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 705.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 714.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 739.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 746.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 726.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 715.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 705.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 724.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 707.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 770.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 730.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 731.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 725.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 715.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 719.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 741.0
Node idx: 605, original pred: 1, cf pred: 2, graph loss: 738.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 742.0
Node idx: 605, original pred: 1, cf pred: 3, graph loss: 734.0
Node idx: 605, original pred: 1, cf pred: 1, graph loss: 701.0
